IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.244.100.131,2096,0,false,ORD,North America,Chicago,339,0.00
13.244.112.142,2052,0,false,ORD,North America,Chicago,322,0.00
13.246.227.94,80,0,false,ORD,North America,Chicago,324,0.00
13.245.75.155,2053,0,false,ORD,North America,Chicago,327,0.00
13.245.234.135,2096,0,false,ORD,North America,Chicago,332,0.00
13.244.112.142,80,0,false,ORD,North America,Chicago,344,0.00
13.246.221.196,2087,0,false,ORD,North America,Chicago,322,0.00
13.245.28.205,2086,0,false,ORD,North America,Chicago,331,0.00
13.246.201.148,2082,0,false,ORD,North America,Chicago,318,0.00
13.247.59.81,2083,0,false,ORD,North America,Chicago,330,0.00
13.246.2.113,8080,0,false,ORD,North America,Chicago,325,0.00
13.246.201.148,2052,0,false,ORD,North America,Chicago,339,0.00
13.244.109.218,443,0,false,ORD,North America,Chicago,331,0.00
13.244.100.131,2087,0,false,ORD,North America,Chicago,337,0.00
13.244.109.218,2095,0,false,ORD,North America,Chicago,322,0.00
13.246.242.55,2052,0,false,ORD,North America,Chicago,331,0.00
13.246.37.129,2082,0,false,ORD,North America,Chicago,330,0.00
13.244.104.215,8443,0,false,ORD,North America,Chicago,323,0.00
13.246.242.55,2053,0,false,ORD,North America,Chicago,333,0.00
13.246.227.72,2096,0,false,ORD,North America,Chicago,346,0.00
13.244.95.226,2086,0,false,ORD,North America,Chicago,326,0.00
13.244.104.215,8880,0,false,ORD,North America,Chicago,337,0.00
13.245.75.155,2087,0,false,ORD,North America,Chicago,325,0.00
13.247.59.81,80,0,false,ORD,North America,Chicago,323,0.00
13.244.95.226,8080,0,false,ORD,North America,Chicago,332,0.00
13.246.201.148,2053,0,false,ORD,North America,Chicago,327,0.00
13.246.11.204,80,0,false,ORD,North America,Chicago,339,0.00
13.245.149.234,2086,0,false,ORD,North America,Chicago,333,0.00
13.245.108.167,8880,0,false,ORD,North America,Chicago,328,0.00
13.245.234.135,8080,0,false,ORD,North America,Chicago,334,0.00
13.246.43.232,2082,0,false,ORD,North America,Chicago,320,0.00
13.247.62.71,2095,0,false,ORD,North America,Chicago,342,0.00
13.246.43.232,443,0,false,ORD,North America,Chicago,323,0.00
13.244.104.215,443,0,false,ORD,North America,Chicago,325,0.00
13.247.98.217,8880,0,false,ORD,North America,Chicago,337,0.00
13.245.111.39,2087,0,false,ORD,North America,Chicago,342,0.00
13.246.43.232,8080,0,false,ORD,North America,Chicago,344,0.00
13.246.227.72,2052,0,false,ORD,North America,Chicago,334,0.00
13.246.43.232,8443,0,false,ORD,North America,Chicago,332,0.00
13.246.227.72,8443,0,false,ORD,North America,Chicago,326,0.00
13.244.104.215,2095,0,false,ORD,North America,Chicago,324,0.00
13.244.112.142,2087,0,false,ORD,North America,Chicago,337,0.00
13.245.234.135,2095,0,false,ORD,North America,Chicago,345,0.00
13.246.201.148,443,0,false,ORD,North America,Chicago,335,0.00
13.245.28.205,2083,0,false,ORD,North America,Chicago,341,0.00
13.244.104.215,8080,0,false,ORD,North America,Chicago,324,0.00
13.246.37.129,8880,0,false,ORD,North America,Chicago,324,0.00
13.244.100.131,80,0,false,ORD,North America,Chicago,330,0.00
13.246.43.232,80,0,false,ORD,North America,Chicago,317,0.00
13.246.38.255,2095,0,false,ORD,North America,Chicago,344,0.00
13.244.95.226,443,0,false,ORD,North America,Chicago,323,0.00
13.245.149.234,2082,0,false,ORD,North America,Chicago,324,0.00
13.246.38.255,2053,0,false,ORD,North America,Chicago,336,0.00
13.246.227.94,2086,0,false,ORD,North America,Chicago,337,0.00
13.245.111.133,2083,0,false,ORD,North America,Chicago,331,0.00
13.246.201.148,8080,0,false,ORD,North America,Chicago,327,0.00
13.244.109.218,8443,0,false,ORD,North America,Chicago,334,0.00
13.245.28.205,2082,0,false,ORD,North America,Chicago,320,0.00
13.245.149.234,2053,0,false,ORD,North America,Chicago,327,0.00
13.247.101.216,8080,0,false,ORD,North America,Chicago,337,0.00
13.245.75.155,8080,0,false,ORD,North America,Chicago,325,0.00
13.245.234.135,2083,0,false,ORD,North America,Chicago,326,0.00
13.245.111.133,2053,0,false,ORD,North America,Chicago,333,0.00
13.244.100.131,2086,0,false,ORD,North America,Chicago,337,0.00
13.246.11.204,2096,0,false,ORD,North America,Chicago,327,0.00
13.246.37.129,2087,0,false,ORD,North America,Chicago,328,0.00
13.245.75.155,2095,0,false,ORD,North America,Chicago,341,0.00
13.245.149.234,8443,0,false,ORD,North America,Chicago,315,0.00
13.245.149.234,8080,0,false,ORD,North America,Chicago,343,0.00
13.50.105.250,80,0,false,ARN,Europe,Stockholm,222,0.00
13.245.111.39,8443,0,false,ORD,North America,Chicago,343,0.00
13.245.111.133,2082,0,false,ORD,North America,Chicago,320,0.00
13.246.2.113,2095,0,false,ORD,North America,Chicago,331,0.00
13.244.112.142,8080,0,false,ORD,North America,Chicago,333,0.00
13.244.109.218,8080,0,false,ORD,North America,Chicago,319,0.00
13.244.98.139,2095,0,false,ORD,North America,Chicago,341,0.00
13.244.98.139,2096,0,false,ORD,North America,Chicago,339,0.00
13.244.109.218,2096,0,false,ORD,North America,Chicago,328,0.00
13.246.37.129,8443,0,false,ORD,North America,Chicago,326,0.00
13.247.101.216,2096,0,false,ORD,North America,Chicago,325,0.00
18.230.227.254,443,0,false,ORD,North America,Chicago,350,0.00
13.245.111.133,2052,0,false,ORD,North America,Chicago,333,0.00
13.247.101.216,8880,0,false,ORD,North America,Chicago,322,0.00
13.245.149.234,443,0,false,ORD,North America,Chicago,332,0.00
13.246.228.202,2053,0,false,ORD,North America,Chicago,341,0.00
13.246.37.129,2053,0,false,ORD,North America,Chicago,315,0.00
13.247.67.27,2095,0,false,ORD,North America,Chicago,337,0.00
13.246.227.72,80,0,false,ORD,North America,Chicago,334,0.00
13.246.201.148,80,0,false,ORD,North America,Chicago,326,0.00
13.244.100.131,8880,0,false,ORD,North America,Chicago,335,0.00
13.244.95.226,2095,0,false,ORD,North America,Chicago,332,0.00
13.246.2.113,80,0,false,ORD,North America,Chicago,323,0.00
13.245.111.39,2052,0,false,ORD,North America,Chicago,326,0.00
13.244.98.139,8443,0,false,ORD,North America,Chicago,326,0.00
13.245.82.83,8080,0,false,ORD,North America,Chicago,332,0.00
13.246.201.148,2096,0,false,ORD,North America,Chicago,328,0.00
13.246.12.102,2053,0,false,ORD,North America,Chicago,328,0.00
13.245.8.22,8080,0,false,ORD,North America,Chicago,337,0.00
13.247.98.217,8443,0,false,ORD,North America,Chicago,336,0.00
13.246.228.202,80,0,false,ORD,North America,Chicago,329,0.00
13.245.111.133,2087,0,false,ORD,North America,Chicago,330,0.00
13.247.67.27,2083,0,false,ORD,North America,Chicago,335,0.00
13.246.2.113,8880,0,false,ORD,North America,Chicago,332,0.00
13.245.111.133,8880,0,false,ORD,North America,Chicago,324,0.00
13.246.227.94,2087,0,false,ORD,North America,Chicago,330,0.00
13.244.109.218,2052,0,false,ORD,North America,Chicago,340,0.00
13.245.111.133,2096,0,false,ORD,North America,Chicago,334,0.00
13.247.67.27,443,0,false,ORD,North America,Chicago,332,0.00
13.246.11.204,2083,0,false,ORD,North America,Chicago,332,0.00
13.244.109.218,2087,0,false,ORD,North America,Chicago,317,0.00
13.246.2.113,443,0,false,ORD,North America,Chicago,318,0.00
13.244.112.142,2082,0,false,ORD,North America,Chicago,329,0.00
13.245.75.155,80,0,false,ORD,North America,Chicago,319,0.00
13.246.38.255,443,0,false,ORD,North America,Chicago,344,0.00
13.245.8.22,2052,0,false,ORD,North America,Chicago,323,0.00
13.245.111.39,2086,0,false,ORD,North America,Chicago,345,0.00
13.247.101.216,443,0,false,ORD,North America,Chicago,329,0.00
13.246.12.102,2095,0,false,ORD,North America,Chicago,342,0.00
13.246.2.113,2096,0,false,ORD,North America,Chicago,330,0.00
13.246.37.129,2086,0,false,ORD,North America,Chicago,340,0.00
13.245.28.205,80,0,false,ORD,North America,Chicago,337,0.00
13.244.95.226,8880,0,false,ORD,North America,Chicago,333,0.00
13.245.75.155,2083,0,false,ORD,North America,Chicago,344,0.00
13.244.104.215,2082,0,false,ORD,North America,Chicago,321,0.00
13.247.67.27,2053,0,false,ORD,North America,Chicago,331,0.00
13.246.221.196,443,0,false,ORD,North America,Chicago,327,0.00
13.245.28.205,443,0,false,ORD,North America,Chicago,335,0.00
13.246.227.94,2082,0,false,ORD,North America,Chicago,329,0.00
13.246.228.202,443,0,false,ORD,North America,Chicago,333,0.00
13.246.227.94,2096,0,false,ORD,North America,Chicago,326,0.00
13.244.109.218,2083,0,false,ORD,North America,Chicago,341,0.00
13.245.111.39,80,0,false,ORD,North America,Chicago,334,0.00
13.245.234.135,8443,0,false,ORD,North America,Chicago,330,0.00
13.245.82.83,443,0,false,ORD,North America,Chicago,318,0.00
13.246.221.196,2053,0,false,ORD,North America,Chicago,342,0.00
13.247.101.216,2087,0,false,ORD,North America,Chicago,337,0.00
13.246.12.102,2096,0,false,ORD,North America,Chicago,329,0.00
13.246.228.202,8080,0,false,ORD,North America,Chicago,338,0.00
13.244.109.218,2082,0,false,ORD,North America,Chicago,331,0.00
13.245.149.234,2052,0,false,ORD,North America,Chicago,317,0.00
13.245.108.167,8080,0,false,ORD,North America,Chicago,333,0.00
13.244.100.131,2052,0,false,ORD,North America,Chicago,337,0.00
13.246.43.232,8880,0,false,ORD,North America,Chicago,338,0.00
18.228.136.59,80,0,false,ORD,North America,Chicago,350,0.00
13.244.100.131,2053,0,false,ORD,North America,Chicago,330,0.00
13.247.98.217,2086,0,false,ORD,North America,Chicago,332,0.00
13.246.11.204,443,0,false,ORD,North America,Chicago,341,0.00
13.247.62.71,8880,0,false,ORD,North America,Chicago,325,0.00
13.246.227.72,2083,0,false,ORD,North America,Chicago,326,0.00
13.245.8.22,8443,0,false,ORD,North America,Chicago,344,0.00
13.246.227.94,8080,0,false,ORD,North America,Chicago,338,0.00
13.245.82.83,8443,0,false,ORD,North America,Chicago,333,0.00
13.246.228.202,8880,0,false,ORD,North America,Chicago,327,0.00
13.245.108.167,2087,0,false,ORD,North America,Chicago,340,0.00
13.246.43.232,2083,0,false,ORD,North America,Chicago,334,0.00
13.246.38.255,80,0,false,ORD,North America,Chicago,323,0.00
13.245.28.205,2053,0,false,ORD,North America,Chicago,319,0.00
13.244.112.142,2095,0,false,ORD,North America,Chicago,335,0.00
13.245.111.39,443,0,false,ORD,North America,Chicago,333,0.00
13.244.100.131,2083,0,false,ORD,North America,Chicago,334,0.00
13.246.228.202,2082,0,false,ORD,North America,Chicago,329,0.00
13.246.227.72,8880,0,false,ORD,North America,Chicago,323,0.00
13.245.111.39,8080,0,false,ORD,North America,Chicago,320,0.00
13.244.100.131,8443,0,false,ORD,North America,Chicago,334,0.00
18.228.136.59,2095,0,false,ORD,North America,Chicago,345,0.00
13.247.59.81,2082,0,false,ORD,North America,Chicago,319,0.00
13.245.108.167,2082,0,false,ORD,North America,Chicago,323,0.00
13.246.201.148,2095,0,false,ORD,North America,Chicago,321,0.00
13.245.8.22,2082,0,false,ORD,North America,Chicago,333,0.00
13.246.221.196,2095,0,false,ORD,North America,Chicago,330,0.00
13.245.149.234,8880,0,false,ORD,North America,Chicago,322,0.00
13.246.228.202,8443,0,false,ORD,North America,Chicago,337,0.00
13.247.59.81,2052,0,false,ORD,North America,Chicago,323,0.00
13.245.111.39,2083,0,false,ORD,North America,Chicago,331,0.00
13.246.37.129,8080,0,false,ORD,North America,Chicago,322,0.00
13.245.111.133,2095,0,false,ORD,North America,Chicago,319,0.00
13.246.12.102,8880,0,false,ORD,North America,Chicago,323,0.00
13.245.111.39,2095,0,false,ORD,North America,Chicago,342,0.00
13.58.176.98,443,0,false,ORD,North America,Chicago,299,0.00
13.246.2.113,8443,0,false,ORD,North America,Chicago,339,0.00
13.245.8.22,2087,0,false,ORD,North America,Chicago,341,0.00
13.246.227.72,2095,0,false,ORD,North America,Chicago,320,0.00
13.246.221.196,2083,0,false,ORD,North America,Chicago,337,0.00
13.246.37.129,2083,0,false,ORD,North America,Chicago,335,0.00
13.246.227.94,8880,0,false,ORD,North America,Chicago,339,0.00
54.207.177.241,8880,0,false,ORD,North America,Chicago,342,0.00
13.246.11.204,2053,0,false,ORD,North America,Chicago,323,0.00
13.245.28.205,8443,0,false,ORD,North America,Chicago,338,0.00
13.247.59.81,8443,0,false,ORD,North America,Chicago,342,0.00
13.245.111.133,443,0,false,ORD,North America,Chicago,329,0.00
13.246.242.55,443,0,false,ORD,North America,Chicago,319,0.00
18.228.136.59,2052,0,false,ORD,North America,Chicago,495,0.00
13.58.176.98,2096,0,false,ORD,North America,Chicago,236,0.00
13.245.111.39,2053,0,false,ORD,North America,Chicago,339,0.00
13.58.176.98,2086,0,false,ORD,North America,Chicago,317,0.00
13.246.43.232,2086,0,false,ORD,North America,Chicago,328,0.00
13.244.95.226,2083,0,false,ORD,North America,Chicago,343,0.00
13.246.11.204,2095,0,false,ORD,North America,Chicago,345,0.00
13.58.176.98,2083,0,false,ORD,North America,Chicago,284,0.00
13.247.62.71,2096,0,false,ORD,North America,Chicago,333,0.00
13.246.11.204,2087,0,false,ORD,North America,Chicago,341,0.00
13.244.98.139,80,0,false,ORD,North America,Chicago,336,0.00
13.245.28.205,8880,0,false,ORD,North America,Chicago,318,0.00
13.246.2.113,2083,0,false,ORD,North America,Chicago,340,0.00
13.246.228.202,2087,0,false,ORD,North America,Chicago,334,0.00
13.246.221.196,80,0,false,ORD,North America,Chicago,328,0.00
13.58.176.98,2082,0,false,ORD,North America,Chicago,293,0.00
13.244.98.139,8880,0,false,ORD,North America,Chicago,324,0.00
13.247.98.217,2083,0,false,ORD,North America,Chicago,320,0.00
13.246.227.94,2052,0,false,ORD,North America,Chicago,333,0.00
13.247.98.217,2087,0,false,ORD,North America,Chicago,327,0.00
13.247.98.217,2096,0,false,ORD,North America,Chicago,327,0.00
13.247.98.217,2052,0,false,ORD,North America,Chicago,332,0.00
13.246.43.232,2052,0,false,ORD,North America,Chicago,344,0.00
18.228.136.59,443,0,false,ORD,North America,Chicago,360,0.00
13.247.59.81,2053,0,false,ORD,North America,Chicago,323,0.00
13.245.111.133,8443,0,false,ORD,North America,Chicago,341,0.00
13.246.227.72,8080,0,false,ORD,North America,Chicago,344,0.00
13.246.201.148,2083,0,false,ORD,North America,Chicago,319,0.00
13.245.149.234,2083,0,false,ORD,North America,Chicago,327,0.00
54.207.177.241,2086,0,false,ORD,North America,Chicago,355,0.00
13.244.112.142,2086,0,false,ORD,North America,Chicago,326,0.00
13.247.101.216,80,0,false,ORD,North America,Chicago,339,0.00
13.246.242.55,8880,0,false,ORD,North America,Chicago,330,0.00
54.233.192.38,2086,0,false,ORD,North America,Chicago,350,0.00
13.246.37.129,2052,0,false,ORD,North America,Chicago,329,0.00
13.245.111.39,8880,0,false,ORD,North America,Chicago,332,0.00
13.245.8.22,2095,0,false,ORD,North America,Chicago,318,0.00
13.246.227.94,2095,0,false,ORD,North America,Chicago,317,0.00
13.246.11.204,2052,0,false,ORD,North America,Chicago,320,0.00
13.244.98.139,2083,0,false,ORD,North America,Chicago,340,0.00
18.228.136.59,8080,0,false,ORD,North America,Chicago,350,0.00
13.246.242.55,2087,0,false,ORD,North America,Chicago,322,0.00
13.246.38.255,8080,0,false,ORD,North America,Chicago,337,0.00
13.247.62.71,2052,0,false,ORD,North America,Chicago,319,0.00
13.246.240.4,2087,0,false,ORD,North America,Chicago,339,0.00
13.246.2.113,2087,0,false,ORD,North America,Chicago,318,0.00
13.245.234.135,2086,0,false,ORD,North America,Chicago,324,0.00
13.244.104.215,2083,0,false,ORD,North America,Chicago,329,0.00
13.246.38.255,2087,0,false,ORD,North America,Chicago,315,0.00
13.245.82.83,2095,0,false,ORD,North America,Chicago,343,0.00
13.246.201.148,2087,0,false,ORD,North America,Chicago,318,0.00
13.245.75.155,8443,0,false,ORD,North America,Chicago,326,0.00
13.246.227.94,443,0,false,ORD,North America,Chicago,318,0.00
13.246.12.102,2082,0,false,ORD,North America,Chicago,330,0.00
18.229.156.18,443,0,false,ORD,North America,Chicago,353,0.00
13.245.149.234,2095,0,false,ORD,North America,Chicago,338,0.00
13.247.101.216,2052,0,false,ORD,North America,Chicago,345,0.00
54.207.177.241,80,0,false,ORD,North America,Chicago,340,0.00
13.246.38.255,2052,0,false,ORD,North America,Chicago,338,0.00
18.231.183.141,2086,0,false,ORD,North America,Chicago,355,0.00
13.246.242.55,8080,0,false,ORD,North America,Chicago,338,0.00
13.246.11.204,8443,0,false,ORD,North America,Chicago,341,0.00
13.244.104.215,2053,0,false,ORD,North America,Chicago,330,0.00
13.247.59.81,443,0,false,ORD,North America,Chicago,337,0.00
13.247.98.217,2082,0,false,ORD,North America,Chicago,319,0.00
13.246.2.113,2052,0,false,ORD,North America,Chicago,330,0.00
13.246.43.232,2096,0,false,ORD,North America,Chicago,339,0.00
13.246.12.102,8443,0,false,ORD,North America,Chicago,333,0.00
13.246.242.55,8443,0,false,ORD,North America,Chicago,323,0.00
18.231.183.141,2095,0,false,ORD,North America,Chicago,354,0.00
13.246.2.113,2053,0,false,ORD,North America,Chicago,330,0.00
18.229.156.18,2053,0,false,ORD,North America,Chicago,362,0.00
13.247.62.71,2086,0,false,ORD,North America,Chicago,333,0.00
13.246.228.202,2083,0,false,ORD,North America,Chicago,340,0.00
13.247.101.216,8443,0,false,ORD,North America,Chicago,340,0.00
13.246.227.94,2053,0,false,ORD,North America,Chicago,330,0.00
13.246.227.94,2083,0,false,ORD,North America,Chicago,337,0.00
13.244.98.139,2087,0,false,ORD,North America,Chicago,321,0.00
13.246.221.196,8080,0,false,ORD,North America,Chicago,324,0.00
13.245.149.234,2087,0,false,ORD,North America,Chicago,320,0.00
13.246.242.55,2095,0,false,ORD,North America,Chicago,325,0.00
13.246.11.204,8080,0,false,ORD,North America,Chicago,336,0.00
18.231.183.141,8080,0,false,ORD,North America,Chicago,345,0.00
54.207.127.14,80,0,false,ORD,North America,Chicago,351,0.00
54.207.177.241,8080,0,false,ORD,North America,Chicago,351,0.00
13.246.37.129,2096,0,false,ORD,North America,Chicago,327,0.00
13.245.8.22,2086,0,false,ORD,North America,Chicago,316,0.00
13.245.82.83,2096,0,false,ORD,North America,Chicago,332,0.00
18.229.156.18,2086,0,false,ORD,North America,Chicago,350,0.00
13.245.111.133,80,0,false,ORD,North America,Chicago,339,0.00
13.246.12.102,2083,0,false,ORD,North America,Chicago,342,0.00
13.246.242.55,2082,0,false,ORD,North America,Chicago,319,0.00
54.207.177.241,2052,0,false,ORD,North America,Chicago,364,0.00
13.246.12.102,2087,0,false,ORD,North America,Chicago,325,0.00
54.233.65.26,8880,0,false,ORD,North America,Chicago,355,0.00
13.245.8.22,2096,0,false,ORD,North America,Chicago,339,0.00
13.245.8.22,80,0,false,ORD,North America,Chicago,338,0.00
13.246.43.232,2087,0,false,ORD,North America,Chicago,318,0.00
13.244.112.142,2096,0,false,ORD,North America,Chicago,325,0.00
13.247.98.217,2095,0,false,ORD,North America,Chicago,314,0.00
13.245.82.83,2082,0,false,ORD,North America,Chicago,322,0.00
13.245.234.135,443,0,false,ORD,North America,Chicago,341,0.00
13.244.112.142,8880,0,false,ORD,North America,Chicago,325,0.00
13.245.75.155,8880,0,false,ORD,North America,Chicago,328,0.00
13.244.98.139,2052,0,false,ORD,North America,Chicago,331,0.00
13.247.67.27,2052,0,false,ORD,North America,Chicago,340,0.00
13.245.82.83,2083,0,false,ORD,North America,Chicago,318,0.00
18.231.183.141,2052,0,false,ORD,North America,Chicago,359,0.00
54.233.119.172,80,0,false,ORD,North America,Chicago,359,0.00
13.247.59.81,8080,0,false,ORD,North America,Chicago,323,0.00
13.246.242.55,2086,0,false,ORD,North America,Chicago,336,0.00
54.207.177.241,2083,0,false,ORD,North America,Chicago,341,0.00
18.231.86.131,443,0,false,ORD,North America,Chicago,346,0.00
54.207.177.241,443,0,false,ORD,North America,Chicago,349,0.00
13.247.67.27,2096,0,false,ORD,North America,Chicago,347,0.00
13.245.82.83,80,0,false,ORD,North America,Chicago,344,0.00
18.231.86.131,8443,0,false,ORD,North America,Chicago,494,0.00
18.228.136.59,2083,0,false,ORD,North America,Chicago,355,0.00
13.247.101.216,2083,0,false,ORD,North America,Chicago,326,0.00
18.231.86.131,2053,0,false,ORD,North America,Chicago,353,0.00
18.229.156.18,2083,0,false,ORD,North America,Chicago,350,0.00
13.246.37.129,443,0,false,ORD,North America,Chicago,336,0.00
54.94.204.20,80,0,false,ORD,North America,Chicago,337,0.00
18.228.136.59,2082,0,false,ORD,North America,Chicago,350,0.00
18.229.136.4,8080,0,false,ORD,North America,Chicago,357,0.00
18.229.136.4,8880,0,false,ORD,North America,Chicago,350,0.00
18.228.136.59,2087,0,false,ORD,North America,Chicago,364,0.00
13.246.38.255,2082,0,false,ORD,North America,Chicago,321,0.00
18.231.86.131,2083,0,false,ORD,North America,Chicago,352,0.00
18.231.183.141,2053,0,false,ORD,North America,Chicago,359,0.00
18.229.136.4,2086,0,false,ORD,North America,Chicago,338,0.00
18.229.136.4,2087,0,false,ORD,North America,Chicago,353,0.00
13.246.242.55,2096,0,false,ORD,North America,Chicago,340,0.00
54.207.177.241,2087,0,false,ORD,North America,Chicago,358,0.00
54.233.65.26,2086,0,false,ORD,North America,Chicago,353,0.00
18.228.136.59,2053,0,false,ORD,North America,Chicago,411,0.00
18.231.86.131,2052,0,false,ORD,North America,Chicago,341,0.00
54.207.177.241,2082,0,false,ORD,North America,Chicago,360,0.00
18.229.156.18,2082,0,false,ORD,North America,Chicago,338,0.00
18.229.136.4,2053,0,false,ORD,North America,Chicago,355,0.00
18.229.136.4,443,0,false,ORD,North America,Chicago,351,0.00
